"Core Project Number","ClinicalTrials.gov ID","Study","Study Status",
"R01GM121707","NCT03420469","Bupropion Stereoselective Disposition and CYP2D6-mediated Drug Interactions in Healthy Volunteers","COMPLETED",
"R01DA038442","NCT03421210","Effects of Smoking Environments on Brain Reactivity","COMPLETED",
"R01HG008045","NCT03421327","Genetic Risk: Whether, When, and How to Tell Adolescents","COMPLETED",
"K23DK078913","NCT03422380","Energy Expenditure and Weight Loss Maintenance","COMPLETED",
"T32HL007609","NCT03422471","Hypoglycemia and Autonomic Nervous System Function- B2","ACTIVE, NOT RECRUITING",
"P30CA023074","NCT03422536","Ficlatuzumab w/wo Cetuximab in Patients w/Cetuximab-Resistant, Recurrent or Metastatic Head/Neck Squamous Cell Carcinoma","ACTIVE, NOT RECRUITING",
"P30CA033572","NCT03422731","Multi-modality Imaging and Collection of Biospecimen Samples in Understanding Bone Marrow Changes in Patients With Acute Myeloid Leukemia Undergoing TBI and Chemotherapy","RECRUITING",
"K01HL123612","NCT03426644","Mobile Health Sleep and Growth Study 2","COMPLETED",
"U01HG007292","NCT03426878","Cancer Health Assessments Reaching Many","ACTIVE, NOT RECRUITING",
"R21MD011320","NCT03427528","Development, Feasibility and Acceptability of Fathers and Babies (FAB): A Pilot Study","UNKNOWN STATUS",
"R44DK104317","NCT03428295","Dose Safety Hybrid Closed Loop and Fully Automated Closed Loop Artificial Pancreas Device in CRC","SUSPENDED",
"UL1TR001102","NCT03429946","Hypoglycemia and Autonomic Nervous System Function-B","ACTIVE, NOT RECRUITING",
"R01DK116726","NCT03430310","Return of First-phase Insulin Secretion in Type 2 Diabetes is Associated With Depletion of Pancreas Lipid","RECRUITING",
"R21HD089979","NCT03430570","An Emotion Regulation Intervention for Early Adolescent Risk Prevention","COMPLETED",
"U01HL068270","NCT03430583","Evaluation of Fontan-Associated Liver Disease","ACTIVE, NOT RECRUITING",
"P30AG021332","NCT03430648","Is Tau Protein Linked to Mobility Function?","ENROLLING BY INVITATION",
"K23HL138206","NCT03431493","Behavioral Activation-Rehabilitation to Improve Depressive Symptoms & Physical Function After Acute Respiratory Failure","RECRUITING",
"R34DA044350","NCT03432013","Affective Management Training for Cannabis Misuse","ACTIVE, NOT RECRUITING",
"R01EB023261","NCT03432325","Neural Enabled Prosthesis for Upper Limb Amputees","RECRUITING",
"P30CA015083","NCT03432741","Direct Tumor Microinjection and FDG-PET in Testing Drug Sensitivity in Patients With Relapsed or Refractory Non-Hodgkin Lymphoma, Hodgkin Lymphoma, or Stage IV Breast Cancer","RECRUITING",
"U54MD000502","NCT03433456","Healthy Homes, Healthy Habits","ENROLLING BY INVITATION",
"R01CA210544","NCT03434834","OCT Pilot in Esophagus","COMPLETED",
"R01CA134722","NCT03435380","Promoting Breast Cancer Screening in Women Who Survived Childhood Cancer","ACTIVE, NOT RECRUITING",
"R01HD076673","NCT03435887","Piloting At-birth Point of Care HIV Testing Strategies in Kenya","COMPLETED",
"R01DK113272","NCT03436550","Assessment of Portal Hypertension With Multiparametric MRI","ENROLLING BY INVITATION",
"K23DE026804","NCT03437798","Genomic Determinants and Shared Genetic Pathways of Periodontal Disease","ACTIVE, NOT RECRUITING",
"R01HL133006","NCT03439865","Ivacaftor for Acquired CFTR Dysfunction in Chronic Rhinosinusitis","RECRUITING",
"R01AG047245","NCT03440099","Sex-specific Adaptation to Resistance Training in Older Adults","SUSPENDED",
"R01NS099535","NCT03440112","Modulation of GABA-A Receptors in Parkinson Disease-Transdermal Flumazenil Arm","COMPLETED",
"K01AA023849","NCT03440476","Personalized Booster Feedback After Alcohol Health Education","COMPLETED",
"R01DK114085","NCT03440853","Technology Assisted Stepped Collaborative Care Intervention","RECRUITING",
"R33DC015062","NCT03442296","Baltimore HEARS: Hearing Health Equity Through Accessible Research & Solutions","COMPLETED",
"K23GM123320","NCT03444168","Central Nervous System Amplification in Lumbar Failed Back Surgery Syndrome","RECRUITING",
"R01HL139629","NCT03446651","Mechanism and Effects of Manipulating Chloride Homeostasis in Acute Heart Failure","RECRUITING",
"R33MH111850","NCT03447548","Neurofeedback Training for High Risk Psychosis","UNKNOWN STATUS",
"R34DA045856","NCT03447743","Re-entry XR-NTX for Rural Individuals With Opioid Use Disorder","COMPLETED",
"P30CA072720","NCT03448224","Behavioral Intervention in Reducing Indoor Tanning","COMPLETED",
"R44EY025902","NCT03450980","Mobile Medical Application for Cost-effective Strabismus Screening","RECRUITING",
"R01CA210625","NCT03453385","Clinical Outcomes of a Nationwide, Naturalistic E-Cig Trial (CONNECT)","RECRUITING",
"P30CA022453","NCT03453489","AMT-PET in Monitoring Telotristat Etiprate Treatment in Participants With MetastaticNeuroendocrine Neoplasm","RECRUITING",
"U19AI057229","NCT03453801","The Role of CD4+ Memory Phenotype, Memory, and Effector T Cells in Vaccination and Infection","COMPLETED",
"R01DK114504","NCT03454828","Mechanisms of Obesity and Its Metabolic Complications in Youth","RECRUITING",
"P01HD093363","NCT03455881","Phenotypic and Genetic Assessment of Tracheal and Esophageal Birth Defects in Patients","RECRUITING",
"R01AI040618","NCT03455959","Lung-Resident Memory Th2 Cells in Asthma","RECRUITING",
"R03HD087091","NCT03457402","Shaping Tolerance for Delayed Rewards","RECRUITING",
"R01AA023755","NCT03458299","Strategies: Motivational Interviewing/Psychoeducation","COMPLETED",
"R01CA184102","NCT03459339","Coordinating Center: Natural History of Barrett's Esophagus Using Tethered Capsule Endomicroscopy","RECRUITING",
"R01HS025713","NCT03462459","Efficacy of Oral Vancomycin Prophylaxis for Prevention of Recurrent Clostridium Difficile Infection","RECRUITING",
"UL1TR001420","NCT03464383","Anxiety and Depression in Epilepsy: A Treatment Study","COMPLETED",
"P30CA016672","NCT03465774","Indwelling Pleural Catheters With or Without Doxycycline in Treating Patients With Malignant Pleural Effusions","RECRUITING",
"R01MH113722","NCT03466346","SMART-DAPPER: Leveraging the Depression And Primary-care Partnership for Effectiveness-implementation Research Project","ACTIVE, NOT RECRUITING",
"U10CA180820","NCT03468985","Nivolumab, Cabozantinib S-Malate, and Ipilimumab in Treating Patients With Recurrent Stage IV Non-small Cell Lung Cancer","ACTIVE, NOT RECRUITING",
"UG3AT009767","NCT03469505","Cooperative Pain Education and Self-management: Expanding Treatment for Real-world Access (COPES ExTRA)","RECRUITING",
"R01CA207183","NCT03471364","Ketoconazole in Treating Participants With Ongoing EGFR Inhibitor-Induced Rash","RECRUITING",
"R01AT010171","NCT03472092","Mind and Body Approaches to Pain Reduction in Youth With Migraine","RECRUITING",
"UL1TR000371","NCT03472469","MAST Trial: Multi-modal Analgesic Strategies in Trauma","COMPLETED",
"P01AG052352","NCT03473145","Sedentary Behavior Interrupted Randomized Controlled Trial (P2)","RECRUITING",
"R34DK093992","NCT03473509","Primary Care CKD Registry","COMPLETED",
"R21HS024587","NCT03475030","Electronic Medication Adherence Reporting and Feedback During Care Transitions","COMPLETED",
"P50DA042012","NCT03475277","Stanford Regulating Circuits of the Brain Study- Ketamine","RECRUITING",
"R00MH104154","NCT03477279","Developing and Assessing a Male Engagement Intervention in Option B+ in Malawi","COMPLETED",
"R01HL139358","NCT03479203","Acute Effects of E-Cigarette Aerosol Inhalation","RECRUITING",
"R21HD085138","NCT03480048","Breastfeeding Support and Weight Management for Black Women","COMPLETED",
"R01CA207491","NCT03480373","Electronic Cigarette Use During Pregnancy","RECRUITING",
"R01HL140486","NCT03480386","Home Pulmonary Rehabilitation for COPD","ACTIVE, NOT RECRUITING",
"R01DA026727","NCT03480932","Role of Pegylated Interferon in Combination With DAAs to Cure Hepatitis C As Soon As Possible - Hepatitis C [ASAP-C]","COMPLETED",
"R01AA022070","NCT03481049","Individualizing Incentives for Alcohol in the Severely Mentally Ill","RECRUITING",
"P30CA015704","NCT03483675","Discontinuation or Continuation of Immunosuppressive Therapy in Participants With Chronic Graft Versus Host Disease","COMPLETED",
"K23MH100978","NCT03484117","Retention in HIV Care for Hispanic Immigrants","UNKNOWN STATUS",
"P30CA015704","NCT03486197","Neutron Radiation Therapy and Pembrolizumab in Treating Participants With Advanced Urothelial Carcinoma","RECRUITING",
"R01DK117875","NCT03486223","Soluble Epoxide Hydrolase Inhibition and Insulin Resistance","RECRUITING",
"UG1HD027915","NCT03487185","Continuous Positive Airway Pressure (CPAP) for Sleep Apnea in Pregnancy","RECRUITING",
"UG1HD034208","NCT03487185","Continuous Positive Airway Pressure (CPAP) for Sleep Apnea in Pregnancy","RECRUITING",
"UG1HD040544","NCT03487185","Continuous Positive Airway Pressure (CPAP) for Sleep Apnea in Pregnancy","RECRUITING",
"UG1HD040560","NCT03487185","Continuous Positive Airway Pressure (CPAP) for Sleep Apnea in Pregnancy","RECRUITING",
"R01MH114544","NCT03490058","The Prevention Options for Women Evaluation Research (POWER) Cohort","COMPLETED",
"R01HD075777","NCT03492229","Cortical Priming to Optimize Gait Rehabilitation Post Stroke","COMPLETED",
"I01RX002434","NCT03494127","User Evaluation of Advanced Personalized Modular Pressure Relief Seating Cushion Systems","NOT YET RECRUITING",
"R43HL131177","NCT03496220","Effect of Angulus on Patient-elevation Compliance","COMPLETED",
"P30AG021342","NCT03496987","Vacuum vs Manual Drainage During Unilateral Thoracentesis","COMPLETED",
"P30DK065988","NCT03497117","19F MRI of Ventilation in Subjects With Cystic Fibrosis Undergoing Treatment for Pulmonary Exacerbation","TERMINATED",
"U01CA183031","NCT03497377","Evaluation of 18F-DCFPyL PSMA- Versus 18F-NaF-PET Imaging for Detection of Metastatic Prostate Cancer.","COMPLETED",
"R01DK114115","NCT03500640","Reducing Cardiometabolic Risk and Promoting Functional Health in Older Adults With Obesity and Prediabetes","ACTIVE, NOT RECRUITING",
"R34DA042974","NCT03501732","Using Values to Enhance Inmates' Response to Substance Use and HIV Risk Feedback","UNKNOWN STATUS",
"U10EY025990","NCT03501966","Surgical Idiopathic Intracranial Hypertension Treatment Trial","TERMINATED",
"R01DK059853","NCT03502096","Portion Size and To-go Container on Dinner Intake","COMPLETED",
"P30CA016672","NCT03502512","REVOLVE or PureGraft Technique in Processing Fat Grafts for Patients Undergoing Breast Reconstruction","ACTIVE, NOT RECRUITING",
"P30CA015704","NCT03503097","Genetic Testing for Men With Metastatic Prostate Cancer","RECRUITING",
"P30CA012197","NCT03505671","Acupuncture in Reducing Chemotherapy-Induced Peripheral Neuropathy in Participants With Stage I-III Breast Cancer","COMPLETED",
"P30CA015083","NCT03506360","Pembrolizumab, Ixazomib Citrate, and Dexamethasone in Treating Patients With Relapsed Multiple Myeloma","ACTIVE, NOT RECRUITING",
"U54MD012530","NCT03506438","Addressing Palliative Care Needs Among Intensive Care Unit Family Members","RECRUITING",
"R01AA025301","NCT03506880","Project MADD - NIH Underage DUI and Ride","ACTIVE, NOT RECRUITING",
"R56AG057195","NCT03507257","Longitudinal Early-onset Alzheimer's Disease Study Protocol","RECRUITING",
"K23DK111847","NCT03509753","Prebiotic Fiber to Prevent Pathogen Colonization in the ICU","COMPLETED",
"U01MD011281","NCT03511131","A Pragmatic Trial of An Adaptive eHealth HIV Prevention Program for Diverse Adolescent MSM","ACTIVE, NOT RECRUITING",
"R34HL125859","NCT03512067","Entrainment-Based Mechanical Ventilation","TERMINATED",
"K01DE027087","NCT03513497","IFI16 is a Periodontitis Modulating Protein","RECRUITING",
"P30CA015704","NCT03513952","Atezolizumab and CYT107 in Treating Participants With Locally Advanced, Inoperable, or Metastatic Urothelial Carcinoma","RECRUITING",
"R01HD084453","NCT03514914","Enhancing Male Participation in Interventions to Prevent Unintended Pregnancy","ACTIVE, NOT RECRUITING",
"P30CA016042","NCT03515577","Gallium Ga 68-labeled PSMA-11 PET/CT and Fluciclovine F18 PET/CT in Imaging Participants With Recurrent Prostate Cancer After Surgery","COMPLETED",
"U10CA180820","NCT03516279","Pembrolizumab and Dasatinib, Imatinib Mesylate, or Nilotinib in Treating Patients With Chronic Myeloid Leukemia and Persistently Detectable Minimal Residual Disease","RECRUITING",
"U54MD002316","NCT03517111","The Impact of a Parenting Intervention on Latino Youth Health Behaviors","ACTIVE, NOT RECRUITING",
"R01CA197314","NCT03517397","Mobile Contingency Management for Smoking Cessation (R01 Supplement) (PrevailGO)","COMPLETED",
"K23AT009458","NCT03518216","Neural Mechanisms of Treatment Response to ADAPT","RECRUITING",
"R34HL140477","NCT03519360","Reducing Arrhythmia in Dialysis by Adjusting the Rx Electrolytes/Ultrafiltration, Study B","WITHDRAWN",
"P30CA014089","NCT03519984","EphB4-HSA Fusion Protein and Cytarabine /or Liposomal Vincristine in Patients With Recurrent or Refractory Acute Leukemia","TERMINATED",
"R01HD080444","NCT03522597","Metabolism, Breastmilk, and Microbiome","ACTIVE, NOT RECRUITING",
"UL1TR001420","NCT03522987","Anxiety and Depression in Epilepsy: A Pilot Treatment Study","WITHDRAWN",
"R01HL105598","NCT03523910","Right Ventricular Pulmonary Vascular Interaction in Pulmonary Hypertension","COMPLETED",
"R34AA025717","NCT03524664","A Study of Parent and Child Emotions in Fetal Alcohol Spectrum Disorder (FASD)","COMPLETED",
"R21DA041250","NCT03528135","Project PRIDE (Promoting Resilience In Discriminatory Environments)","RECRUITING",
"U01AR071693","NCT03533673","AAV2/8-LSPhGAA in Late-Onset Pompe Disease","RECRUITING",
"R01DK109948","NCT03534687","Exercise and the Receptor for Advanced Glycation End Products (RAGE)","RECRUITING",
"P30CA016058","NCT03537599","Daratumumab and Donor Lymphocyte Infusion in Treating Participants With Relapsed Acute Myeloid Leukemia After Stem Cell Transplant","RECRUITING",
"R61HL139929","NCT03537742","PCSK9 Inhibition After Heart Transplantation","ENROLLING BY INVITATION",
"F31MD010675","NCT03537755","Black Adolescent & Entertainment Study","UNKNOWN STATUS",
"R01AG053163","NCT03538158","A Personalized Health Behavior System","COMPLETED",
"U01NS080840","NCT03538262","Assessing Tele-Health Outcomes in Multiyear Extensions of PD Trials","ENROLLING BY INVITATION",
"R01DC016321","NCT03538925","Building Sentences With Preschoolers Who Use AAC","RECRUITING",
"IK2CX001774","NCT03539614","Predicting Responses to PTSD Treatment With Iris and Cardiovascular Tests","RECRUITING",
"UM1AI130839","NCT03539692","Prescreening Protocol to Enroll in Food Allergy Clinical Studies at a Single Site","RECRUITING",
"P50DK096418","NCT03541785","Use of NGAL for Fluid Dosing and CRRT Initiation in Pediatric AKI","ENROLLING BY INVITATION",
"P30CA016042","NCT03541850","Stereotactic Body Radiation Therapy in Treating Patients With Localized Prostate Cancer That Have Undergone Surgery","RECRUITING",
"P30HS023558","NCT03546322","Customized Registry Tool for Tracking Adherence to Clinical Guidelines for Head and Neck Cancers","ACTIVE, NOT RECRUITING",
"K08CA245249","NCT03546361","CCL21-Gene Modified Dendritic Cell Vaccine and Pembrolizumab in Treating Patients With Stage IV Non-small Cell Lung Cancer","RECRUITING",
"R42HL132735","NCT03547349","The Effectiveness of the Jamboxx Respiratory Therapy Device: Study 3","SUSPENDED",
"K01DK099404","NCT03550066","Patients Engaged in Prevention: Enhancing Outreach to Increase Patient Engagement in Diabetes Prevention","COMPLETED",
"R01CA204808","NCT03550885","Diet Modulation of Bacterial Sulfur and Bile Acid Metabolism and Colon Cancer Risk","RECRUITING",
"R21HL137874","NCT03552133","Variable Dead Space Rebreathing Device to Treat Sleep Apnea","COMPLETED",
"R44AG055184","NCT03554096","Brain Penetrance of 2-HOBA in Humans","COMPLETED",
"R01MD010433","NCT03555279","PHAT Life: Peer Versus Adult-Led HIV Prevention for Juvenile Offenders","ACTIVE, NOT RECRUITING",
"R01HD082129","NCT03556462","Sleep Health Literacy in Head Start","COMPLETED",
"P01HL108808","NCT03556683","Phase I Assessment of Hypertonic Saline in Moderate to Severe Asthmatics","RECRUITING",
"DP3DK113235","NCT03557151","Transdisciplinary Versus Usual Care for Type1 Diabetes in Adolescence","ACTIVE, NOT RECRUITING",
"P20GM113125","NCT03560869","The Effect of Acute Mild Dehydration on Blood Pressure Control","COMPLETED",
"R01HS025412","NCT03564626","Health IT Generated PROs to Improve Outcomes in Cirrhosis","ENROLLING BY INVITATION",
"R01MH114562","NCT03565575","Manicaland PrEP Uptake Through Interactive Counselling Trial","COMPLETED",
"R01MH114562","NCT03565588","Manicaland VMMC Uptake Through Behavioural Incentives Trial","COMPLETED",
"P30CA016672","NCT03565783","Cemiplimab in Treating Participants With Recurrent Stage III-IV Head and Neck Squamous Cell Cancer Before Surgery","RECRUITING",
"P42ES007380","NCT03567252","Tanglewood to Table: A Walking Farmer's Market Group and Control","COMPLETED",
"R01TW010647","NCT03567993","mHealth Messaging to Motivate Quitline Use Quitting","ACTIVE, NOT RECRUITING",
"UL1TR001436","NCT03568513","Effect of Curcumin on Gut Microbiota in IBS","COMPLETED",
"R21HD100932","NCT03568643","Azithromycin for Uncomplicated Severe Acute Malnutrition in Burkina Faso (Pilot)","COMPLETED",
"R01MH117123","NCT03569449","Family Partner Navigation for Children","RECRUITING",
"R34MH106349","NCT03569462","mHealth and HIV Self-testing","COMPLETED",
"R21HL140492","NCT03571581","Mindfulness Training to Promote Medication Adherence in Patients With Chronic Heart Failure","COMPLETED",
"R01AT009384","NCT03572153","A Mind-Body Intervention for Hot Flash Management","RECRUITING",
"R01AA026255","NCT03575403","Behavioral Effects of Drugs: Inpatient (36) (Alcohol, Duloxetine, and Methylphenidate)","RECRUITING",
"UH3DE025514","NCT03576326","BEhavioral EConomics for Oral Health iNnovation Trial","COMPLETED",
"K23DC016335","NCT03576365","Dysphonia, Distress, and Perceived Control: Technology Based Assessment and Intervention","RECRUITING",
"R01DK099199","NCT03576716","Clearance of 25-hydroxyvitamin D3 During Vitamin D3 Supplementation","COMPLETED",
"R01AG059981","NCT03576989","Impact of Omega-3 Fatty Acid Oral Therapy on Healing of Chronic Venous Leg Ulcers in Older Adults","RECRUITING",
"P30CA023074","NCT03578432","Everolimus in Restoring Salivary Gland Function in Participants With Locally Advanced Head and Neck Cancer Treated With Radiation Therapy","TERMINATED",
"R44NS100235","NCT03583957","A Wireless EEG Patch for Continuous Electrographic Monitoring","ENROLLING BY INVITATION",
"R44MH108222","NCT03584386","CAMS Relational Agent System (CAMS-RAS) for Suicide Prevention","COMPLETED",
"K23MH113008","NCT03589898","Study of Neuroimaging Biomarkers of Social Cognition Deficits in Adolescents (Age 13-17) With Autism Spectrum Disorder and Effects of Gabapentin","RECRUITING",
"K99HD092606","NCT03590665","Blood Flow in Individuals With Down Syndrome","TERMINATED",
"R34MH111860","NCT03591107","Trauma-informed Collaborative Care for Low-income African Americans With PTSD","COMPLETED",
"R01AG056393","NCT03593070","Dementia Caregiver Chronic Grief Management: A Live Online Video Intervention","RECRUITING",
"P30CA016672","NCT03594630","Active Surveillance and Chemotherapy Before Surgery in Treating Participants With Stage II-III Rectal Cancer","NOT YET RECRUITING",
"U10CA180886","NCT03595124","A Study to Compare Treatments for a Type of Kidney Cancer Called TFE/Translocation Renal Cell Carcinoma (tRCC)","RECRUITING",
"P30CA016042","NCT03596710","Image-Guided Biopsies in Identifying Mechanisms of Resistance in Participants With Metastatic Castration Resistant Prostate Cancer Undergoing Radioligand Therapy","WITHDRAWN",
"U54MD002265","NCT03599141","Testing TRUST Depression Management Intervention","RECRUITING",
"R01CA061508","NCT03600896","Recombinant Human Interleukin-7 (CYT107) to Promote T-Cell Recovery After Cord Blood Transplantation","WITHDRAWN",
"P30CA016042","NCT03601455","Radiation Therapy and Durvalumab With or Without Tremelimumab in Treating Participants With Unresectable, Locally Advanced, or Metastatic Bladder Cancer","RECRUITING",
"P30CA016042","NCT03603223","Pembrolizumab in Treating Participants With Leukoplakia","RECRUITING",
"I01HX002183","NCT03603717","RCT of Brief CBT-I in Primary Care Veterans With Suicidal Thoughts","RECRUITING",
"R01CA249329","NCT03604315","Serial Imaging of the Novel Radiotracer [^18F] FLuorthanatrace ([^18F] FTT) by PET/CTF","RECRUITING",
"U10CA180820","NCT03604991","Nivolumab and Ipilimumab in Treating Patients With Esophageal and Gastroesophageal Junction Adenocarcinoma Undergoing Surgery","RECRUITING",
"U01AI131296","NCT03606213","Therapeutic Vaccination in Treated HIV Disease","COMPLETED",
"UM1CA186704","NCT03606967","Testing the Addition of an Individualized Vaccine to Nab-Paclitaxel, Durvalumab and Tremelimumab and Chemotherapy in Patients With Metastatic Triple Negative Breast Cancer","RECRUITING",
"R44CA228694","NCT03608020","A Trial for Treatment of Cancer Patients With Multiple Brain Metastases Undergoing Whole-Brain Radiotherapy","RECRUITING",
"R01DK079974","NCT03608163","Novel Approach for the Prevention of Hypoglycemia Associated Autonomic Failure (HAAF)","SUSPENDED",
"UG1CA189823","NCT03609021","Evaluation of Mammographic Breast Density in Participants With Hormone Receptor-Negative Breast Cancer Enrolled on Study A011502","ACTIVE, NOT RECRUITING",
"UG3AG060626","NCT03609177","Advance Care Planning: Promoting Effective and Aligned Communication in the Elderly","RECRUITING",
"R01CA202261","NCT03609372","The STOP-HPV Trial 6: Single Arm Evaluation of the Maintenance of the STOP-HPV Bundle","RECRUITING",
"K23MH101238","NCT03610373","Testing Psychosocial Treatment Planning Methods for Youth Anxiety and Depression","COMPLETED",
"P30CA016672","NCT03610490","Autologous Tumor Infiltrating Lymphocytes MDA-TIL in Treating Patients With Recurrent or Refractory Ovarian Cancer, Colorectal Cancer, or Pancreatic Ductal Adenocarcinoma","RECRUITING",
"R34DA043957","NCT03610672","Mobile Intervention for Young Opioid Users","UNKNOWN STATUS",
"K12HD051958","NCT03611972","Sucrose-sweetened Beverage in African-American and Caucasian Women.","RECRUITING",
"R21DA045969","NCT03612713","Influence of Medication on Functional Connectivity","RECRUITING",
"P30CA069533","NCT03613259","Fluorothymidine F-18 PET in Diagnosing Patients With Intermediate or High Grade Soft Tissue Sarcoma","WITHDRAWN",
"R21AA023880","NCT03613818","Efficacy of a Web-Based Alcohol Intervention for High School Students","COMPLETED",
"R01DK115687","NCT03617185","Effect of Exercise and Surgical Weight Loss on Polyneuropathy","RECRUITING",
"P30CA046934","NCT03617679","Rucaparib vs Placebo Maintenance Therapy in Metastatic and Recurrent Endometrial Cancer","RECRUITING",
"R21AA027191","NCT03617705","Alcohol Monitor Validation","RECRUITING",
"P30DK092949","NCT03617770","A Sleep Intervention in Type 1 Diabetes","COMPLETED",
"P30CA015083","NCT03617913","Avelumab in Combination With Fluorouracil and Mitomycin or Cisplatin and Radiation Therapy in Treating Participants With Muscle-Invasive Bladder Cancer","COMPLETED",
"K07CA201052","NCT03618017","The ConnectedCancerCare Pilot Study (CCC)","COMPLETED",
"R01CA204585","NCT03620071","GoalKeeper: Intelligent Information Sharing for Children With Medical Complexity","ACTIVE, NOT RECRUITING",
"R01HL133896","NCT03621826","Evaluating Barriers to Stroke Screening and Prevention in Children With Sickle Cell Disease","COMPLETED",
"R44MH111299","NCT03622138","The Impact Integrated Data System for Quality and Outcomes Tracking of Prevention Programs","RECRUITING",
"P30CA016672","NCT03622788","Cytokine-Treated Veto Cells in Treating Patients With Hematologic Malignancies Following Stem Cell Transplant","RECRUITING",
"P30CA016042","NCT03623854","Nivolumab and Relatlimab in Treating Participants With Advanced Chordoma","RECRUITING",
"P30CA015083","NCT03624478","Hypofractionated Radiation Therapy in Treating Participants With Breast Cancer Before Surgery","ACTIVE, NOT RECRUITING",
"P30DK072476","NCT03624582","Shape Up Kids Fitness Ancillary","COMPLETED",
"P30AG048785","NCT03624868","Tai Chi and Wellness Education for Older Veterans","UNKNOWN STATUS",
"R01AG054427","NCT03626532","Mind-body Interventions for Healthy Aging","RECRUITING",
"K23HL141447","NCT03629678","Using Patient-Centered Guidelines in a Technology Platform to Improve Health Care in Adults With Sickle Cell Disease","RECRUITING",
"P30CA016672","NCT03630991","Edetate Calcium Disodium or Succimer in Treating Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome Undergoing Chemotherapy","RECRUITING",
"P30CA016672","NCT03631043","Personalized Vaccine in Treating Participants With Smoldering Multiple Myeloma","RECRUITING",
"R01HD096023","NCT03631940","Umbilical Cord Milking in Non-Vigorous Infants","ACTIVE, NOT RECRUITING",
"R03HD092639","NCT03632252","Evaluating and Improving Assistive Robotic Devices Continuously and in Real-time","WITHDRAWN",
"R34HL142142","NCT03634072","Pediatric REPlAcement of the PulmonaRy ValvE in Tetralogy of Fallot -","TERMINATED",
"P30CA016672","NCT03634267","MRI-Guided Brachytherapy in Treating Participants With HPV-Associated Stage IB2-IVA Cervical or Stage II-IVA Vaginal Cancer","RECRUITING",
"R21TW010190","NCT03634696","m-Palliative Care Link: Improving Palliative Care for Late Stage Tanzanian Cancer Patients","COMPLETED",
"R21NR016992","NCT03635151","Caregiver Self-Management Needs Through Skill-Building","COMPLETED",
"R01HD095248","NCT03639753","Transportation Safety in Adolescence","RECRUITING",
"R44AG041667","NCT03645694","Social Support Aid For People With Dementia","COMPLETED",
"UM1AI104681","NCT03646227","Multi-Drug Resistant Organism Network","COMPLETED",
"UM1AI068615","NCT03648931","Microbicide/PrEP Acceptability Among Mothers and Male Partners in Africa","COMPLETED",
"UM1AI106707","NCT03648931","Microbicide/PrEP Acceptability Among Mothers and Male Partners in Africa","COMPLETED",
"P30CA069533","NCT03649880","Feasibility of FMISO in Brain Tumors","RECRUITING",
"R43CA224412","NCT03651037","Physical Activity Platform to Improve Bone Health in Cancer Survivors","COMPLETED",
"R01CA169363","NCT03654638","Soy Bread Diet in Improving Immune Function in Participants With Prostate Cancer","RECRUITING",
"U01TR001792","NCT03655223","Early Check: Expanded Screening in Newborns","ENROLLING BY INVITATION",
"R34MH114307","NCT03655470","Safety Planning in Juvenile Justice for Suicidal Youth","RECRUITING",
"U01DE026135","NCT03656874","Engaging Patients in Tobacco Cessation Resources in Dental Settings","ACTIVE, NOT RECRUITING",
"P30CA014089","NCT03657641","Regorafenib and Pembrolizumab in Treating Participants With Advanced or Metastatic Colorectal Cancer","RECRUITING",
"UG3DA047003","NCT03658642","Clinical Decision Support to Implement ED-initiated Buprenorphine for OUD","COMPLETED",
"R34AA026021","NCT03658954","Multimodal Sleep Intervention Using Wearable Technology","COMPLETED",
"R01HD095741","NCT03660046","Hormonal Contraceptive Methods on Immunologic Changes in the Female Genital Tract (FGT) and Systemically","RECRUITING",
"P30CA016672","NCT03661307","Quizartinib, Decitabine, and Venetoclax in Treating Participants With Untreated or Relapsed Acute Myeloid Leukemia or High Risk Myelodysplastic Syndrome","RECRUITING",
"R21AA025488","NCT03661853","Effect of CBT Microinterventions on Mechanisms of Behavior Change Among Adults With AUD","COMPLETED",
"R15NS098340","NCT03662009","Multi-limb Dual-task Control in Parkinson's Disease","COMPLETED",
"I21RX002884","NCT03662308","Heated Vest for Persons With Spinal Cord Injury","RECRUITING",
"RF1AG057570","NCT03663387","PET Measures of CSF Clearance in Preclinical Alzheimer's Disease","RECRUITING",
"K99HD082350","NCT03664362","The BSHAPE Intervention Program for Safety and Health of Survivors of Cumulative Trauma","COMPLETED",
"P30CA016058","NCT03665675","Donor CMV Specific CTLs in Treating CMV Reactivation or Infection in Participants Who Have Undergone Stem Cell Transplant or Solid Organ Transplant","RECRUITING",
"R15AT010035","NCT03669354","Spinal Manipulation Services vs. Prescription Drug Therapy for Long-term Care","COMPLETED",
"IK2RX001322","NCT03670004","Falls in Older Persons With Limb Loss","COMPLETED",
"R01HL136676","NCT03670368","Interpersonal Relationships Intervention and Cardiovascular Health","RECRUITING",
"R01ES029846","NCT03670524","Health, Environment and Action in Louisville (HEAL) Green Heart Louisville Project","RECRUITING",
"P01CA078902","NCT03670966","211At-BC8-B10 Followed by Donor Stem Cell Transplant in Treating Patients With Relapsed or Refractory High-Risk Acute Leukemia or Myelodysplastic Syndrome","RECRUITING",
